jobID,  modelID,  status,  completionReason,  startTime,  endTime,  runtime(s),  expDesc,  numRecords,  modelParams|sensorParams|encoders|category:n,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius,  modelParams|clParams|alpha,  modelParams|tpParams|minThreshold,  modelParams|tpParams|activationThreshold,  modelParams|sensorParams|encoders|timestamp_weekend:radius,  modelParams|tpParams|pamLength,  modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius,  modelParams|sensorParams|encoders|kw_energy_consumption:n,  modelParams|sensorParams|encoders|_classifierInput|n,  modelParams|spParams|synPermInactiveDec,  multiStepBestPredictions:multiStep:errorMetric='aae':steps=[1]:window=1000:field=category,  multiStepBestPredictions:multiStep:errorMetric='altMAPE':steps=[1]:window=1000:field=category, 
1035,  4789,  completed,  eof,  2014-07-21 07:24:02,  2014-07-21 07:24:04,  2,  modelParams|sensorParams|encoders|category:n_272.modelParams|clParams|alpha_0.05005.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_14.modelParams|tpParams|pamLength_3.modelParams|sensorParams|encoders|_classifierInput|n_275.modelParams|spParams|synPermInactiveDec_0.05015,  10,  272,  None,  0.05005,  11,  14,  None,  3,  None,  None,  275,  0.05015,  0.596311111111,  107.336, 
1035,  4820,  completed,  eof,  2014-07-21 07:24:02,  2014-07-21 07:24:05,  3,  modelParams|clParams|alpha_0.05005.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_14.modelParams|tpParams|pamLength_3.modelParams|sensorParams|encoders|kw_energy_consumption:n_272.modelParams|sensorParams|encoders|_classifierInput|n_275.modelParams|spParams|synPermInactiveDec_0.05015,  10,  None,  None,  0.05005,  11,  14,  None,  3,  None,  272,  275,  0.05015,  0.511877777778,  92.138, 
1035,  4841,  completed,  eof,  2014-07-21 07:24:03,  2014-07-21 07:24:04,  1,  modelParams|clParams|alpha_0.05005.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_14.modelParams|tpParams|pamLength_3.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_3.5.modelParams|sensorParams|encoders|_classifierInput|n_275.modelParams|spParams|synPermInactiveDec_0.05015,  10,  None,  None,  0.05005,  11,  14,  None,  3,  3.5,  None,  275,  0.05015,  0.680744444444,  122.534, 
1035,  4852,  completed,  eof,  2014-07-21 07:24:03,  2014-07-21 07:24:04,  1,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_6.25.modelParams|clParams|alpha_0.05005.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_14.modelParams|tpParams|pamLength_3.modelParams|sensorParams|encoders|_classifierInput|n_275.modelParams|spParams|synPermInactiveDec_0.05015,  10,  None,  6.25,  0.05005,  11,  14,  None,  3,  None,  None,  275,  0.05015,  0.511877777778,  92.138, 
1035,  4853,  completed,  eof,  2014-07-21 07:24:04,  2014-07-21 07:24:05,  1,  modelParams|sensorParams|encoders|timestamp_weekend:radius_1.modelParams|clParams|alpha_0.05005.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_14.modelParams|tpParams|pamLength_3.modelParams|sensorParams|encoders|_classifierInput|n_275.modelParams|spParams|synPermInactiveDec_0.05015,  10,  None,  None,  0.05005,  11,  14,  1,  3,  None,  None,  275,  0.05015,  0.680744444444,  122.534, 
1035,  4854,  completed,  eof,  2014-07-21 07:24:04,  2014-07-21 07:24:05,  1,  modelParams|sensorParams|encoders|category:n_22.modelParams|clParams|alpha_0.0001.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|_classifierInput|n_28.modelParams|spParams|synPermInactiveDec_0.1,  10,  22,  None,  0.0001,  9,  12,  None,  1,  None,  None,  28,  0.1,  0.765177777778,  137.732, 
1035,  4865,  completed,  eof,  2014-07-21 07:24:05,  2014-07-21 07:24:05,  0,  modelParams|clParams|alpha_0.0001.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|kw_energy_consumption:n_22.modelParams|sensorParams|encoders|_classifierInput|n_28.modelParams|spParams|synPermInactiveDec_0.1,  10,  None,  None,  0.0001,  9,  12,  None,  1,  None,  22,  28,  0.1,  0.765177777778,  137.732, 
1035,  4886,  completed,  eof,  2014-07-21 07:24:05,  2014-07-21 07:24:06,  1,  modelParams|clParams|alpha_0.0001.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_1.0.modelParams|sensorParams|encoders|_classifierInput|n_28.modelParams|spParams|synPermInactiveDec_0.1,  10,  None,  None,  0.0001,  9,  12,  None,  1,  1.0,  None,  28,  0.1,  0.765177777778,  137.732, 
1035,  4907,  completed,  eof,  2014-07-21 07:24:05,  2014-07-21 07:24:09,  4,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_0.5.modelParams|clParams|alpha_0.0001.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|_classifierInput|n_28.modelParams|spParams|synPermInactiveDec_0.1,  10,  None,  0.5,  0.0001,  9,  12,  None,  1,  None,  None,  28,  0.1,  0.511877777778,  92.138, 
1035,  4928,  completed,  eof,  2014-07-21 07:24:06,  2014-07-21 07:24:06,  0,  modelParams|sensorParams|encoders|timestamp_weekend:radius_1.modelParams|clParams|alpha_0.0001.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|_classifierInput|n_28.modelParams|spParams|synPermInactiveDec_0.1,  10,  None,  None,  0.0001,  9,  12,  1,  1,  None,  None,  28,  0.1,  0.765177777778,  137.732, 
